219,Светлый
220,Славск
221,Советск
222,Черняховск
223,Балабаново
224,Белоусово
225,Боровск
226,Ермолино
227,Жиздра
228,Жуков
229,Калуга
230,Киров
231,Козельск
232,Кондрово
233,Кременки
234,Людиново
235,Малоярославец
236,Медынь
237,Мещовск
238,Мосальск
239,Обнинск
240,Сосенский
241,Спас-Деменск
242,Сухиничи
243,Таруса
244,Юхнов
245,Вилючинск
246,Елизово
247,Петропавловск-Камчатский
248,Карачаевск
249,Теберда
250,Усть-Джегута
251,Черкесск
252,Анжеро-Судженск
253,Белово
254,Березовский
255,Гурьевск
256,Калтан
257,Кемерово
258,Киселевск
259,Ленинск-Кузнецкий
260,Мариинск
261,Междуреченск
262,Мыски
263,Новокузнецк
264,Осинники
265,Полысаево
266,Прокопьевск
267,Салаир
268,Тайга
269,Таштагол
270,Топки
271,Юрга
272,Белая Холуница
273,Вятские Поляны
274,Зуевка
275,Киров
276,Кирово-Чепецк
277,Кирс
278,Котельнич
279,Луза
280,Малмыж
281,Мураши
282,Нолинск
283,Омутнинск
284,Орлов
285,Слободской
286,Советск
287,Сосновка
288,Уржум
289,Яранск
290,Буй
291,Волгореченск
292,Галич
293,Кологрив
294,Кострома
295,Макарьев
296,Мантурово
297,Нерехта
298,Нея
299,Солигалич
300,Чухлома
301,Шарья
302,Абинск
303,Анапа
304,Апшеронск
305,Армавир
306,Белореченск
307,Геленджик
308,Горячий Ключ
309,Гулькевичи
310,Ейск
311,Кореновск
312,Краснодар
313,Кропоткин
314,Крымск
315,Курганинск
316,Лабинск
317,Новокубанск
318,Новороссийск
319,Приморско-Ахтарск
320,Славянск-на-Кубани
321,Сочи
322,Темрюк
323,Тимашевск
324,Тихорецк
325,Туапсе
326,Усть-Лабинск
327,Хадыженск
328,Артемовск
329,Ачинск
330,Боготол
331,Бородино
332,Дивногорск
333,Дудинка
334,Енисейск
335,Железногорск
336,Заозерный
337,Зеленогорск
338,Игарка
339,Иланский
340,Канск
341,Кодинск
342,Красноярск
343,Лесосибирск
344,Минусинск
345,Назарово
346,Норильск
347,Сосновоборск
348,Ужур
349,Уяр
350,Шарыпово
351,Далматово
352,Катайск
353,Курган
354,Куртамыш
355,Макушино
356,Петухово
357,Шадринск
358,Шумиха
359,Щучье
360,Дмитриев-Льговский
361,Железногорск
362,Курск
363,Курчатов
364,Льгов
365,Обоянь
366,Рыльск
367,Суджа
368,Фатеж
369,Щигры
370,Бокситогорск
371,Волосово
372,Волхов
373,Всеволожск
374,Выборг
375,Высоцк
376,Гатчина
377,Ивангород
378,Каменногорск
379,Кингисепп
380,Кириши
381,Кировск
382,Коммунар
383,Кудрово
384,Лодейное Поле
385,Луга
386,Любань
387,Мурино
388,Никольское
389,Новая Ладога
390,Отрадное
391,Пикалево
392,Подпорожье
393,Приморск
394,Приозерск
395,Светогорск
396,Сертолово
397,Сланцы
398,Сосновый Бор
399,Сясьстрой
400,Тихвин
401,Тосно
402,Шлиссельбург
403,Грязи
404,Данков
405,Елец
406,Задонск
407,Лебедянь
408,Липецк
409,Усмань
410,Чаплыгин
411,Магадан
412,Сусуман
413,Москва
414,Апрелевка
415,Балашиха
416,Белоозерский
417,Бронницы
418,Верея
419,Видное
420,Волоколамск
421,Воскресенск
422,Высоковск
423,Голицыно
424,Дедовск
425,Дзержинский
426,Дмитров
427,Долгопрудный
428,Домодедово
429,Дрезна
430,Дубна
431,Егорьевск
432,Жуковский
433,Зарайск
434,Звенигород
435,Ивантеевка
436,Истра
437,Кашира
438,Клин
439,Коломна
440,Королев
441,Котельники
442,Красноармейск
443,Красногорск
444,Краснозаводск
445,Краснознаменск
446,Кубинка
447,Куровское
448,Ликино-Дулево
449,Лобня
450,Лосино-Петровский
451,Луховицы
452,Лыткарино
453,Люберцы
454,Можайск
455,Мытищи
456,Наро-Фоминск
457,Ногинск
458,Одинцово
459,Озеры
460,Орехово-Зуево
461,Павловский Посад
462,Пересвет
463,Подольск
464,Протвино
465,Пушкино
466,Пущино
467,Раменское
468,Реутов
469,Рошаль
470,Руза
471,Сергиев Посад
472,Серпухов
473,Солнечногорск
474,Старая Купавна
475,Ступино
476,Талдом
477,Фрязино
478,Химки
479,Хотьково
480,Черноголовка
481,Чехов
482,Шатура
483,Щелково
484,Электрогорск
485,Электросталь
486,Электроугли
487,Яхрома
488,Апатиты
489,Гаджиево
490,Заозерск
491,Заполярный
492,Кандалакша
493,Кировск
494,Ковдор
495,Кола
496,Мончегорск
497,Мурманск
498,Оленегорск
499,Островной
500,Полярные Зори
501,Полярный
502,Североморск
503,Снежногорск
504,Арзамас
505,Балахна
506,Богородск
507,Бор
508,Ветлуга
509,Володарск
510,Ворсма
511,Выкса
512,Горбатов
513,Городец
514,Дзержинск
515,Заволжье
516,Княгинино
517,Кстово
518,Кулебаки
519,Лукоянов
520,Лысково
521,Навашино
522,Нижний Новгород
523,Павлово
524,Первомайск
525,Перевоз
526,Саров
527,Семенов
528,Сергач
529,Урень
530,Чкаловск
531,Шахунья
532,Боровичи
533,Валдай
534,Великий Новгород
535,Малая Вишера
536,Окуловка
537,Пестово
538,Сольцы
539,Старая Русса
540,Холм
541,Чудово
542,Барабинск
543,Бердск
544,Болотное
545,Искитим
546,Карасук
547,Каргат
548,Куйбышев
549,Купино
550,Новосибирск
551,Обь
552,Татарск
553,Тогучин
554,Черепаново
555,Чулым
556,Исилькуль
557,Калачинск
558,Называевск
559,Омск
560,Тара
561,Тюкалинск
562,Абдулино
563,Бугуруслан
564,Бузулук
565,Гай
566,Кувандык
567,Медногорск
568,Новотроицк
569,Оренбург
570,Орск
571,Соль-Илецк
572,Сорочинск
573,Ясный
574,Болхов
575,Дмитровск
576,Ливны
577,Малоархангельск
578,Мценск
579,Новосиль
580,Орел
581,Белинский
582,Городище
583,Заречный
584,Каменка
585,Кузнецк
586,Нижний Ломов
587,Никольск
588,Пенза
589,Сердобск
590,Спасск
591,Сурск
592,Александровск
593,Березники
594,Верещагино
595,Горнозаводск
596,Гремячинск
597,Губаха
598,Добрянка
599,Кизел
600,Красновишерск
601,Краснокамск
602,Кудымкар
603,Кунгур
604,Лысьва
605,Нытва
606,Оса
607,Оханск
608,Очер
609,Пермь
610,Соликамск
611,Усолье
612,Чайковский
613,Чердынь
614,Чермоз
615,Чернушка
616,Чусовой
617,Арсеньев
618,Артем
619,Большой Камень
620,Владивосток
621,Дальнегорск
622,Дальнереченск
623,Лесозаводск
624,Находка
625,Партизанск
626,Спасск-Дальний
627,Уссурийск
628,Фокино
629,Великие Луки
630,Гдов
631,Дно
632,Невель
633,Новоржев
634,Новосокольники
635,Опочка
636,Остров
637,Печоры
638,Порхов
639,Псков
640,Пустошка
641,Пыталово
642,Себеж
643,Адыгейск
644,Майкоп
645,Горно-Алтайск
646,Агидель
647,Баймак
648,Белебей
649,Белорецк
650,Бирск
651,Благовещенск
652,Давлеканово
653,Дюртюли
654,Ишимбай
655,Кумертау
656,Межгорье
657,Мелеуз
658,Нефтекамск
659,Октябрьский
660,Салават
661,Сибай
662,Стерлитамак
663,Туймазы
664,Уфа
665,Учалы
666,Янаул
667,Бабушкин
668,Гусиноозерск
669,Закаменск
670,Кяхта
671,Северобайкальск
672,Улан-Удэ
673,Буйнакск
674,Дагестанские Огни
675,Дербент
676,Избербаш
677,Каспийск
678,Кизилюрт
679,Кизляр
680,Махачкала
681,Хасавюрт
682,Южно-Сухокумск
683,Карабулак
684,Магас
685,Малгобек
686,Назрань
687,Сунжа
688,Городовиковск
689,Лагань
690,Элиста
691,Беломорск
692,Кемь
693,Кондопога
694,Костомукша
695,Лахденпохья
696,Медвежьегорск
697,Олонец
698,Петрозаводск
699,Питкяранта
700,Пудож
701,Сегежа
702,Сортавала
703,Суоярви
704,Воркута
705,Вуктыл
706,Емва
707,Инта
708,Микунь
709,Печора
710,Сосногорск
711,Сыктывкар
712,Усинск
713,Ухта
714,Алупка
715,Алушта
716,Армянск
717,Бахчисарай
718,Белогорск
719,Джанкой
720,Евпатория
721,Керчь
722,Красноперекопск
723,Саки
724,Симферополь
725,Старый Крым
726,Судак
727,Феодосия
728,Щелкино
729,Ялта
730,Волжск
731,Звенигово
732,Йошкар-Ола
733,Козьмодемьянск
734,Ардатов
735,Инсар
736,Ковылкино
737,Краснослободск
738,Рузаевка
739,Саранск
740,Темников
741,Алдан
742,Верхоянск
743,Вилюйск
744,Ленск
745,Мирный
746,Нерюнгри
747,Нюрба
748,Олекминск
749,Покровск
750,Среднеколымск
751,Томмот
752,Удачный
753,Якутск
754,Алагир
755,Ардон
756,Беслан
757,Владикавказ
758,Дигора
759,Моздок
760,Агрыз
761,Азнакаево
762,Альметьевск
763,Арск
764,Бавлы
765,Болгар
766,Бугульма
767,Буинск
768,Елабуга
769,Заинск
770,Зеленодольск
771,Иннополис
772,Казань
773,Кукмор
774,Лаишево
775,Лениногорск
776,Мамадыш
777,Менделеевск
778,Мензелинск
779,Набережные Челны
780,Нижнекамск
781,Нурлат
782,Тетюши
783,Чистополь
784,Ак-Довурак
785,Кызыл
786,Туран
787,Чадан
788,Шагонар
789,Абаза
790,Абакан
791,Саяногорск
792,Сорск
793,Черногорск
794,Азов
795,Аксай
796,Батайск
797,Белая Калитва
798,Волгодонск
799,Гуково
800,Донецк
801,Зверево
802,Зерноград
803,Каменск-Шахтинский
804,Константиновск
805,Красный Сулин
806,Миллерово
807,Морозовск
808,Новочеркасск
809,Новошахтинск
810,Пролетарск
811,Ростов-на-Дону
812,Сальск
813,Семикаракорск
814,Таганрог
815,Цимлянск
816,Шахты
817,Касимов
818,Кораблино
819,Михайлов
820,Новомичуринск
821,Рыбное
822,Ряжск
823,Рязань
824,Сасово
825,Скопин
826,Спас-Клепики
827,Спасск-Рязанский
828,Шацк
829,Жигулевск
830,Кинель
831,Нефтегорск
832,Новокуйбышевск
833,Октябрьск
834,Отрадный
835,Похвистнево
836,Самара
837,Сызрань
838,Тольятти
839,Чапаевск
840,Санкт-Петербург
841,Аркадак
842,Аткарск
843,Балаково
844,Балашов
845,Вольск
846,Ершов
847,Калининск
848,Красноармейск
849,Красный Кут
850,Маркс
851,Новоузенск
852,Петровск
853,Пугачев
854,Ртищево
855,Саратов
856,Хвалынск
857,Шиханы
858,Энгельс
859,Александровск-Сахалинский
860,Анива
861,Долинск
862,Корсаков
863,Курильск
864,Макаров
865,Невельск
866,Оха
867,Поронайск
868,Северо-Курильск
869,Томари
870,Углегорск
871,Холмск
872,Южно-Сахалинск
873,Алапаевск
874,Арамиль
875,Артемовский
876,Асбест
877,Березовский
878,Богданович
879,Верхний Тагил
880,Верхняя Пышма
881,Верхняя Салда
882,Верхняя Тура
883,Верхотурье
884,Волчанск
885,Дегтярск
886,Екатеринбург
887,Заречный
888,Ивдель
889,Ирбит
890,Каменск-Уральский
891,Камышлов
892,Карпинск
893,Качканар
894,Кировград
895,Краснотурьинск
896,Красноуральск
897,Красноуфимск
898,Кушва
899,Лесной
900,Михайловск
901,Невьянск
902,Нижние Серги
903,Нижний Тагил
904,Нижняя Салда
905,Нижняя Тура
906,Новая Ляля
907,Новоуральск
908,Первоуральск
909,Полевской
910,Ревда
911,Реж
912,Североуральск
913,Серов
914,Среднеуральск
915,Сухой Лог
916,Сысерть
917,Тавда
918,Талица
919,Туринск
920,Севастополь
921,Велиж
922,Вязьма
923,Гагарин
924,Демидов
925,Десногорск
926,Дорогобуж
927,Духовщина
928,Ельня
929,Починок
930,Рославль
931,Рудня
932,Сафоново
933,Смоленск
934,Сычевка
935,Ярцево
936,Благодарный
937,Буденновск
938,Георгиевск
939,Ессентуки
940,Железноводск
941,Зеленокумск
942,Изобильный
943,Ипатово
944,Кисловодск
945,Лермонтов
946,Минеральные Воды
947,Михайловск
948,Невинномысск
949,Нефтекумск
950,Новоалександровск
951,Новопавловск
952,Пятигорск
953,Светлоград
954,Ставрополь
955,Жердевка
956,Кирсанов
957,Котовск
958,Мичуринск
959,Моршанск
960,Рассказово
961,Тамбов
962,Уварово
963,Андреаполь
964,Бежецк
965,Белый
966,Бологое
967,Весьегонск
968,Вышний Волочек
969,Западная Двина
970,Зубцов
971,Калязин
972,Кашин
973,Кимры
974,Конаково
975,Красный Холм
976,Кувшиново
977,Лихославль
978,Нелидово
979,Осташков
980,Ржев
981,Старица
982,Тверь
983,Торжок
984,Торопец
985,Удомля
986,Асино
987,Кедровый
988,Колпашево
989,Северск
990,Стрежевой
991,Томск
992,Алексин
993,Белев
994,Богородицк
995,Болохово
996,Венев
997,Донской
998,Ефремов
999,Кимовск
1000,Киреевск
1001,Липки
1002,Новомосковск
1003,Плавск
1004,Советск
1005,Суворов
1006,Тула
1007,Узловая
1008,Чекалин
1009,Щекино
1010,Ясногорск
1011,Белоярский
1012,Губкинский
1013,Заводоуковск
1014,Ишим
1015,Когалым
1016,Лабытнанги
1017,Лангепас
1018,Лянтор
1019,Мегион
1020,Муравленко
1021,Надым
1022,Нефтеюганск
1023,Нижневартовск
1024,Новый Уренгой
1025,Ноябрьск
1026,Нягань
1027,Покачи
1028,Пыть-Ях
1029,Радужный
1030,Салехард
1031,Советский
1032,Сургут
1033,Тарко-Сале
1034,Тобольск
1035,Тюмень
1036,Урай
1037,Ханты-Мансийск
1038,Югорск
1039,Ялуторовск
1040,Воткинск
1041,Глазов
1042,Ижевск
1043,Камбарка
1044,Можга
1045,Сарапул
1046,Барыш
1047,Димитровград
1048,Инза
1049,Новоульяновск
1050,Сенгилей
1051,Ульяновск
1052,Амурск
1053,Бикин
1054,Вяземский
1055,Комсомольск-на-Амуре
1056,Николаевск-на-Амуре
1057,Советская Гавань
1058,Хабаровск
1059,Аша
1060,Бакал
1061,Верхнеуральск
1062,Верхний Уфалей
1063,Еманжелинск
1064,Златоуст
1065,Карабаш
1066,Карталы
1067,Касли
1068,Катав-Ивановск
1069,Копейск
1070,Коркино
1071,Куса
1072,Кыштым
1073,Магнитогорск
1074,Миасс
1075,Миньяр
1076,Нязепетровск
1077,Озерск
1078,Пласт
1079,Сатка
1080,Сим
1081,Снежинск
1082,Трехгорный
1083,Троицк
1084,Усть-Катав
1085,Чебаркуль
1086,Челябинск
1087,Южноуральск
1088,Юрюзань
1089,Аргун
1090,Грозный
1091,Гудермес
1092,Курчалой
1093,Урус-Мартан
1094,Шали
1095,Алатырь
1096,Канаш
1097,Козловка
1098,Мариинский Посад
1099,Новочебоксарск
1100,Цивильск
1101,Чебоксары
1102,Шумерля
1103,Ядрин
1104,Анадырь
1105,Билибино
1106,Певек
1107,Гаврилов-Ям
1108,Данилов
1109,Любим
1110,Мышкин
1111,Переславль-Залесский
1112,Пошехонье
1113,Ростов
1114,Рыбинск
1115,Тутаев
1116,Углич
1117,Ярославль
